"class","cap.diameter","does.bruise.or.bleed","stem.height"
1,6.16,0,5.69
1,8.47,0,6.68
1,5.02,0,4.64
1,7.13,0,5.87
1,7.77,0,6.18
1,8.18,0,6.09
1,6.89,0,5.71
1,7.21,0,5.81
1,8.12,0,7.11
1,6.79,0,5.92
1,7.72,0,6.11
1,6.14,0,6.14
1,5.35,0,5.19
1,7.47,0,7.45
1,9.08,0,7.06
1,6.64,0,4.92
1,7.57,0,6.18
1,7.62,0,6.12
1,7.66,0,6.32
1,9.01,0,7.13
1,8.47,0,6.68
1,6.91,0,5.82
1,8.17,0,6.27
1,7.92,0,6.44
1,5.84,0,5.67
1,7.56,0,5.7
1,5.81,0,6.21
1,5.91,0,5.92
1,5.56,0,5.21
1,10.34,0,7.22
1,7.26,0,6.04
1,6.47,0,6.4
1,5.81,0,5.9
1,6.24,0,6.21
1,6.02,0,6.31
1,7.45,0,5.73
1,7.46,0,6.62
1,5.99,0,5.51
1,6.82,0,6.35
1,7.42,0,6.64
1,7.64,0,6.31
1,6.87,0,6.04
1,6.92,0,6.06
1,4.24,0,4.24
1,7.78,0,5.54
1,8.54,0,6.53
1,6.6,0,4.75
1,6.83,0,5.67
1,7.44,0,6.74
1,7.28,0,6.07
1,5.97,0,5.35
1,7.92,0,6.63
1,8.57,0,6.48
1,5.58,0,5.4
1,5.49,0,5.51
1,7.86,0,5.86
1,8.74,0,7.57
1,7.94,0,6.31
1,7.68,0,6.45
1,7.28,0,6.61
1,7.31,0,5.79
1,5.36,0,5.77
1,7.74,0,6.56
1,5.33,0,4.9
1,8.23,0,7.19
1,7.57,0,5.34
1,6.12,0,4.59
1,6.34,0,5.54
1,8.31,0,6.33
1,7.15,0,5.5
1,7.7,0,5.96
1,8.03,0,5.92
1,6.73,0,5.66
1,6.78,0,7.47
1,7.19,0,5.45
1,4.68,0,5.51
1,7.28,0,6
1,7.41,0,5.68
1,6.39,0,5.15
1,7.66,0,6.07
1,7.09,0,6.91
1,5.69,0,6.1
1,6.81,0,6.43
1,6.4,0,6.34
1,7.31,0,5.51
1,7.48,0,5.9
1,6.27,0,5.54
1,7.79,0,6.36
1,6.2,0,5.55
1,6.44,0,5.82
1,6.95,0,5.47
1,6.77,0,6.15
1,5.51,0,5.44
1,6.9,0,6.18
1,7.64,0,5.62
1,6.94,0,6.43
1,5.97,0,5.33
1,8.33,0,6.87
1,7.84,0,6.47
1,6.54,0,5.52
1,5.2,0,5.66
1,7.67,0,6.03
1,7.99,0,6.91
1,7.05,0,6.51
1,6.81,0,5.83
1,8.71,0,6.3
1,7.15,0,6.62
1,5.41,0,4.59
1,5.5,0,6.44
1,9.02,0,7.78
1,6.99,0,6.11
1,10.14,0,6.28
1,7.33,0,6.67
1,7.19,0,6.79
1,5.75,0,6.21
1,6.69,0,5.24
1,9.14,0,5.79
1,7.59,0,5.82
1,8.3,0,4.74
1,6.73,0,5.61
1,7.61,0,5.64
1,5.87,0,4.98
1,9.22,0,7.04
1,6.35,0,5.91
1,8.56,0,6.91
1,5.78,0,5.68
1,7.98,0,6.08
1,7.52,0,5.8
1,8.17,0,6.19
1,6.53,0,6.58
1,7.26,0,5.91
1,8.22,0,6.69
1,6.47,0,5.6
1,6.03,0,5.32
1,9.14,0,7.3
1,5.91,0,5.27
1,7.04,0,6.29
1,6.34,0,5.6
1,8.07,0,6.63
1,6.57,0,4.87
1,5.69,0,5.78
1,7.1,0,6.49
1,7.34,0,5.73
1,8.09,0,7.11
1,6.03,0,5.12
1,6.65,0,6.89
1,9.18,0,6.72
1,7.73,0,6.51
1,6.69,0,5.66
1,5.12,0,5.34
1,6.73,0,5.5
1,6.08,0,5.32
1,5.11,0,5.4
1,7.16,0,7.48
1,7.71,0,6.3
1,6.18,0,5.96
1,7.93,0,6.6
1,6.42,0,4.81
1,6.37,0,5.37
1,8.61,0,7.28
1,6.62,0,6.28
1,7.15,0,7.11
1,8.01,0,5.86
1,6.36,0,6.27
1,4.62,0,6.44
1,6.07,0,6.23
1,7.53,0,6.14
1,7.58,0,5.81
1,6.24,0,4.98
1,7.23,0,5.35
1,7.41,0,6.18
1,5.69,0,5.31
1,6.72,0,5.27
1,9.81,0,6.34
1,7.22,0,6.57
1,7.63,0,5.74
1,6.77,0,5.51
1,8.38,0,6.56
1,5.96,0,6.32
1,8.13,0,6.32
1,6.51,0,5.55
1,7.35,0,6.46
1,7.12,0,7.06
1,6.49,0,6.68
1,5.46,0,6.29
1,7.34,0,6.7
1,7.1,0,6.59
1,7.56,0,6.62
1,7.69,0,5.73
1,6.74,0,6.55
1,6.74,0,6.21
1,6.51,0,5.9
1,7.22,0,6.53
1,6.44,0,6.52
1,6.81,0,6.28
1,7.38,0,5.74
1,8.63,0,7.22
1,7.69,0,4.77
1,8.15,0,5.94
1,7.72,0,6.18
1,8.07,0,6.16
1,6.8,0,5.89
1,6.53,0,5.42
1,7.7,0,5.91
1,8.1,0,6.86
1,7.14,0,6.18
1,7.98,0,6.15
1,5.91,0,5.74
1,6.29,0,5.66
1,7.36,0,6.32
1,6.22,0,5.47
1,6.96,0,5.56
1,7.5,0,6.3
1,6.56,0,5.92
1,8.96,0,6.68
1,6.04,0,5.21
1,6.94,0,5.66
1,5.65,0,5.17
1,7.18,0,6.09
1,5.17,0,5.22
1,6.43,0,6.21
1,6.44,0,5.24
0,9.31,0,9.55
0,8.54,0,6.16
0,7.67,0,7.02
0,8.1,0,7.29
0,8.78,0,9.19
0,9.48,0,6.96
0,7.04,0,6.97
0,5.31,0,6.54
0,8.33,0,9.49
0,9.03,0,7.13
0,6.36,0,7.44
0,8.65,0,8.15
0,9.54,0,6.44
0,9.4,0,7.27
0,10.85,0,8.35
0,7.35,0,9.01
0,8.04,0,5.58
0,7.38,0,6.77
0,8.05,0,5.49
0,6.09,0,4.79
0,6.39,0,5.2
0,7.78,0,6.32
0,6.63,0,7.31
0,8.74,0,7.86
0,10.42,0,7.05
0,7.12,0,7.4
0,7.71,0,7.67
0,6.59,0,6.52
0,8.36,0,5.8
0,7.56,0,6.85
0,7.47,0,7.07
0,8.7,0,8.49
0,10.26,0,9.09
0,8.6,0,7.92
0,9.6,0,7.69
0,8.73,0,7.48
0,8.53,0,8.46
0,8.18,0,7.64
0,8.65,0,7.97
0,6.26,0,6.74
0,8.29,0,7.57
0,8.11,0,7.56
0,7.63,0,7.62
0,5.84,0,6.52
0,6.98,0,5.14
0,10.66,0,6.65
0,7.57,0,7.31
0,7.41,0,6.11
0,8.58,0,6.47
0,6.32,0,7.01
0,9.07,0,5.77
0,8.3,0,6.83
0,9.65,0,8.69
0,9.58,0,7.14
0,7.38,0,7.01
0,6.94,0,5.32
0,8.09,0,7.55
0,7.48,0,6.78
0,7.6,0,7.98
0,8.36,0,7.15
0,7.13,0,6.87
0,8.07,0,6.55
0,9.33,0,8.23
0,6.67,0,6.35
0,10,0,7.18
0,7.74,0,5.5
0,8.7,0,8.76
0,6.95,0,6.55
0,5.26,0,6.36
0,6.49,0,4.87
0,7.79,0,7.67
0,9.83,0,8.92
0,9.01,0,8.01
0,8.1,0,6.71
0,8.44,0,7.41
0,9.68,0,7.43
0,7.33,0,7.47
0,5.83,0,5.54
0,8.44,0,6.9
0,7.91,0,9.19
0,8.86,0,5.97
0,10.1,0,8.22
0,5.84,0,5.31
0,7,0,6.51
0,5.98,0,5.1
0,6.55,0,5.84
0,9.42,0,8.15
0,7.9,0,7.23
0,6.14,0,5.97
0,10.85,0,10.07
0,6.59,0,7.35
0,7.71,0,6.17
0,7.46,0,4.18
0,8.3,0,7.93
0,8.49,0,7.32
0,8.92,0,7.53
0,8.59,0,6.04
0,6.9,0,6.73
0,8.76,0,8.5
0,7.49,0,6.07
0,8.57,0,7.7
0,9.05,0,7.19
0,9.77,0,7.49
0,7.6,0,7.65
0,8.45,0,8.83
0,7.11,0,7.36
0,7.43,0,5.51
0,8.38,0,5.9
0,7.83,0,5.95
0,9.67,0,8.21
0,5.6,0,6.1
0,8.42,0,7.18
0,7.72,0,7.56
0,8.95,0,8.13
0,8.23,0,6
0,10.08,0,7.17
0,8.24,0,6.9
0,6.47,0,6.58
0,7.12,0,7.32
0,8.79,0,5.7
0,7.91,0,6.46
0,11.59,0,9.91
0,9.93,0,9.59
0,6.76,0,7.42
0,5.44,0,5.34
0,7.4,0,6.63
0,5.99,0,6.27
0,8.65,0,7.03
0,8.03,0,5.84
0,6.86,0,7.14
0,7.47,0,4.87
0,9.69,0,9.01
0,8.89,0,6.62
0,9.57,0,6.72
0,6.29,0,7.1
0,9.83,0,6.39
0,8.35,0,6.93
0,5.95,0,6.18
0,6.7,0,6.34
0,8.44,0,7.87
0,8.84,0,8.15
0,8.51,0,7.74
0,8.52,0,7.36
0,5.59,0,5.91
0,8.53,0,6.41
0,7.34,0,5.22
0,8.01,0,8.55
0,9.03,0,6.94
0,8.46,0,6.76
0,8.14,0,6.55
0,9.79,0,6.5
0,6.35,0,6.16
0,5.1,0,6.15
0,6.84,0,6.3
0,7.67,0,8.27
0,8.19,0,7.82
0,7.39,0,7.62
0,7.08,0,7.31
0,7.59,0,6.49
0,9.39,0,8
0,8.07,0,6.44
0,9.82,0,7.42
0,5.93,0,7.49
0,6.69,0,7.25
0,8.8,0,6.36
0,6.32,0,7.18
0,5.2,0,6.64
0,9.15,0,8.26
0,6.82,0,6.48
0,9.94,0,8.89
0,6.68,0,6.78
0,9.35,0,8.35
0,7.83,0,6.51
0,6.78,0,5.78
0,10.59,0,10.34
0,9.8,0,7.14
0,7.47,0,7.82
0,9.12,0,7.49
0,6.36,0,6.29
0,7.78,0,5.59
0,8.18,0,6.5
0,6.32,0,7.28
0,8.55,0,5.62
0,8.54,0,6.86
0,9.33,0,8.45
0,5.89,0,5.15
0,6.9,0,7.2
0,9.61,0,8.14
0,6.42,0,6.96
0,9.59,0,8.21
0,6.53,0,7.71
0,8.6,0,8.09
0,6.35,0,7.02
0,7.68,0,4.92
0,9.42,0,7.26
0,8.04,0,6.78
0,9.24,0,7.85
0,8.65,0,6.51
0,8.06,0,6.2
0,9.21,0,6.82
0,7.08,0,7.04
0,6.4,0,8.2
0,7.57,0,6.78
0,8.44,0,6.82
0,5.83,0,6.6
0,9.61,0,7.7
0,6.6,0,5.19
0,5.51,0,7.03
0,7.87,0,8.22
0,7.1,0,5.85
0,8.7,0,8.42
0,7.46,0,4.6
0,7.5,0,5.95
0,9,0,7.71
0,7.51,0,5.57
0,7.27,0,5.9
0,7.89,0,5.81
0,7.9,0,6.49
0,9.43,0,7.97
0,7.1,0,7.13
0,8.5,0,7.03
0,8.82,0,8.65
0,9.2,0,7.19
0,8.91,0,6.86
0,7.64,0,7.46
0,7.84,0,7.39
0,6.53,0,7.17
0,5.79,0,4.53
0,7.74,0,7.31
0,9.33,0,8.11
0,6.77,0,4.68
0,9.5,0,7.11
0,7.41,0,6.66
0,6.2,0,6.87
0,8.03,0,7.22
0,9.27,0,7.1
0,7.81,0,6.71
0,4.95,0,5.54
0,8.17,0,7.43
0,8.72,0,6.21
0,8.18,0,7.52
0,8.11,0,6.46
0,8.46,0,8.35
0,8.54,0,7.52
0,7.49,0,6.4
0,6.31,0,7.06
0,8.02,0,7.23
0,5,0,6.01
0,7.74,0,7.34
0,7.19,0,7.76
0,8.33,0,7.41
0,9.44,0,5.82
0,5.76,0,6.79
0,7.67,0,5.34
0,7.59,0,7.41
0,7.2,0,5.21
0,9.16,0,6.77
0,7.58,0,6.87
0,6.39,0,6.25
0,7.28,0,6.71
0,5.76,0,5.05
0,8.07,0,6.96
0,8.62,0,6.6
0,5.35,0,6.57
0,9.11,0,6.38
0,7.8,0,7.25
0,8.49,0,8.48
0,8.31,0,7.03
0,7.1,0,5.61
0,8.86,0,7.69
0,6.72,0,7.01
0,9.98,0,8.28
0,7.42,0,6.11
0,8.39,0,8.16
0,8.85,0,7.3
0,9.41,0,8.02
0,8.3,0,8.77
0,9.42,0,6.43
0,6.92,0,6
0,7.39,0,6.33
0,9.85,0,7.99
0,9.58,0,6.7
0,7.16,0,6.01
0,7.97,0,7.26
0,6.61,0,6.92
0,9.03,0,7.75
0,7.76,0,7.18
0,7.56,0,6.66
0,8,0,6.46
0,8.18,0,7.8
0,8.38,0,8.34
0,9.1,0,8
0,7.98,0,8.93
0,8.72,0,7.31
0,8.3,0,8.65
0,4.44,0,4.41
0,7.06,0,6.28
0,10.83,0,7.98
0,12.14,0,8.38
0,10.47,0,7.84
0,8.72,0,8.4
0,8.23,0,6.55
0,8.18,0,8.09
0,5.28,0,6.04
0,7.15,0,6.31
0,9.95,0,6.7
0,7.27,0,7.76
0,8.31,0,7.86
0,6.72,0,5.1
0,5.93,0,7.63
0,8.19,0,6.8
0,7.84,0,6.46
0,7.88,0,7.23
0,7.36,0,6.75
0,8.7,0,6.97
0,9.14,0,8.38
0,7.35,0,5.13
0,7.24,0,7.37
0,8.62,0,6.02
0,7.37,0,6.1
0,9.71,0,7.04
0,9.46,0,8.23
0,8.59,0,9.02
0,6.43,0,6.01
0,7.96,0,7.41
0,8.73,0,8.29
0,6.6,0,7.21
0,6.73,0,5.56
0,10.23,0,7.01
0,5.84,0,5.01
0,8.41,0,6.97
0,8.43,0,7.97
0,8.09,0,7.72
0,8.25,0,6.83
0,8.2,0,6.14
0,10.45,0,6.89
0,8.84,0,6.33
0,6.86,0,7.47
0,8.63,0,8.59
0,8.47,0,6.97
0,6.66,0,6.51
0,9.4,0,9.63
0,9.28,0,7.93
0,10.4,0,6.78
0,9,0,7.88
0,9.84,0,8.98
0,8.14,0,7.22
0,8.15,0,7.37
0,7.35,0,6.25
0,7.82,0,5.25
0,5.88,0,5.67
0,8.07,0,7.85
0,10.22,0,8.29
1,3.03,0,2.62
1,3.06,0,4.4
1,3.85,0,3.75
1,2.31,0,2.89
1,4.05,0,4.63
1,4.18,0,3.78
1,3.26,0,2.32
1,3.85,0,3.92
1,3.72,0,3.86
1,3.58,0,4.03
1,3.23,0,3.51
1,2.58,0,2.9
1,3.64,0,3.93
1,2.67,0,3.34
1,4.12,0,3.62
1,4.07,0,4.68
1,3.2,0,3.43
1,3.43,0,4.43
1,2.96,0,3.37
1,3.11,0,3.44
1,3.08,0,3.24
1,3.23,0,2.76
1,3.45,0,3.78
1,3.58,0,3.63
1,3.83,0,3.5
1,3.7,0,3.12
1,3.59,0,3.81
1,3.5,0,3.39
1,3.87,0,2.93
1,3.59,0,3.23
1,2.99,0,2.9
1,3.68,0,3.98
1,2.85,0,3.9
1,3.96,0,4.52
1,3.38,0,3.23
1,3.37,0,3.98
1,3.66,0,3.79
1,3.65,0,3.7
1,3.6,0,3.66
1,2.44,0,3.57
1,2.52,0,2.87
1,2.94,0,3.05
1,3.98,0,3.67
1,2.39,0,2.66
1,4.3,0,3.86
1,3.08,0,3.9
1,3.56,0,3.33
1,2.66,0,3.15
1,3.75,0,4.11
1,3.31,0,3.6
1,2.94,0,2.92
1,3.69,0,3.3
1,3.75,0,3.92
1,3.73,0,3.8
1,3.93,0,3.16
1,3.8,0,4.29
1,3.5,0,3.7
1,3.26,0,3.6
1,3.37,0,3.58
1,4.35,0,4.27
1,3.45,0,3.37
1,3.96,0,4.35
1,3.16,0,3.38
1,4.22,0,3.75
1,3.54,0,3.2
1,3.15,0,3.1
1,3.26,0,3.1
1,3.94,0,3.55
1,3.26,0,4.08
1,3.21,0,3.32
1,3.44,0,3.37
1,4.08,0,3.87
1,2.74,0,3.16
1,4.11,0,3.38
1,3.13,0,3.13
1,3.54,0,2.87
1,3.74,0,4.58
1,3.5,0,3.35
1,2.81,0,3.14
1,3.14,0,3.23
1,3.16,0,3.85
1,4.62,0,4.67
1,2.79,0,2.57
1,2.62,0,3.53
1,3.24,0,3.45
1,4.31,0,3.61
1,3.31,0,2.96
1,2.48,0,2.81
1,4.23,0,4.12
1,3.74,0,3.56
1,3.97,0,4.42
1,3.35,0,3.62
1,2.49,0,3.49
1,3.21,0,3.28
1,4.08,0,4.13
1,2.52,0,2.97
1,3.02,0,3.73
1,4.46,0,3.43
1,3.32,0,3.49
1,4.31,0,3.74
1,2.02,0,2.72
1,3.48,0,2.72
1,3.17,0,3.94
1,2.97,0,2.94
1,2.97,0,3.33
1,3.72,0,3.5
1,3.69,0,3.1
1,4.27,0,4.64
1,2.79,0,3.3
1,4,0,3.78
1,3.87,0,4.16
1,2.76,0,3.21
1,4.1,0,3.94
1,4.01,0,3.45
1,3.75,0,3.66
1,3.38,0,3.8
1,3.5,0,2.96
1,3.4,0,3.8
1,3.88,0,3.35
1,2.75,0,2.78
1,3.73,0,3.1
1,3.98,0,3.48
1,2.33,0,3.12
1,3.14,0,2.73
1,3.55,0,3.56
1,3.24,0,3.02
1,3.29,0,3.34
1,3.64,0,3.47
1,3.36,0,3.09
1,3.1,0,2.98
1,4.21,0,3.88
1,2.94,0,3.14
1,3.39,0,2.86
1,3.35,0,4.97
1,3.51,0,3.31
1,2.81,0,3.99
1,3.66,0,4.31
1,3.32,0,3.92
1,3.11,0,2.86
1,2.46,0,2.72
1,4.29,0,3.68
1,3.32,0,3
1,3.05,0,3.63
1,2.75,0,2.72
1,2.88,0,2.24
1,4.12,0,3.67
1,3.8,0,3.95
1,3.93,0,3.11
1,3.15,0,3.41
1,3.09,0,3.41
1,4.41,0,5.09
1,3.28,0,3.58
1,3.83,0,3.04
1,3.28,0,2.92
1,3.49,0,3.92
1,3.62,0,3.58
1,3.57,0,3.6
1,3.51,0,4.04
1,3.8,0,3.83
1,3.3,0,3.5
1,3.34,0,3.74
1,2.76,0,3.02
1,4.11,0,2.91
1,2.87,0,2.72
1,3.82,0,3.56
1,4.6,0,4.11
1,3.48,0,3.65
1,3.4,0,3.52
1,3.32,0,2.62
1,3.86,0,3.7
1,3.23,0,2.94
1,3.4,0,3.31
1,3.84,0,4.17
1,2.94,0,2.93
1,3.77,0,3.11
1,3.79,0,3.44
1,3.84,0,2.92
1,4.12,0,4.01
1,2.73,0,3.08
1,2.5,0,2.82
1,3.19,0,3.56
1,3.56,0,3.64
1,3.49,0,3.49
1,4.13,0,3.68
1,2.65,0,3.21
1,3.87,0,3.48
1,2.74,0,2.87
1,4.58,0,3.9
1,3.98,0,3.73
1,4.19,0,3.88
1,3.85,0,4.17
1,2.56,0,3.29
1,4.43,0,3.82
1,4.3,0,4.33
1,4.1,0,3.45
1,3.4,0,3.78
1,3.17,0,3.93
1,3.43,0,3.62
1,3.76,0,3.92
1,4.77,0,4.76
1,3.22,0,3.44
1,3.77,0,4.19
1,3.88,0,4.26
1,2.32,0,2.01
1,3.58,0,2.78
1,3.31,0,3.34
1,3.49,0,3.51
1,3.96,0,3.59
1,3.91,0,3.92
1,2.69,0,3.36
1,3,0,3.88
1,3.07,0,2.86
1,2.43,0,3.51
1,2.95,0,2
1,3.43,0,3.69
1,3.55,0,3.28
1,3.25,0,3.66
1,3.06,0,3.77
1,3.51,0,3.31
1,3.13,0,3.81
1,2.45,0,2.73
1,3.34,0,3.9
1,3.2,0,3.09
1,2.88,0,3.26
1,3.5,0,3.7
1,3.47,0,3.76
1,3.18,0,3.69
1,3.17,0,3.19
1,2.87,0,2.74
1,3.48,0,3.75
1,4.41,0,4.05
1,3.85,0,2.9
1,3.45,0,3.31
1,3.05,0,3.4
1,3.29,0,3.29
1,3.25,0,3.25
1,3.92,0,3.98
1,3.7,0,3.94
1,2.87,0,2.65
1,4.31,0,3.58
1,3.45,0,4.1
1,2.61,0,2.75
1,4.56,0,4.46
1,3.47,0,3.72
1,2.82,0,3.41
1,3.92,0,4.68
1,3.15,0,3.7
1,3.59,0,3.03
1,3.41,0,4.61
1,2.97,0,3.63
1,3.66,0,3.25
1,3.29,0,3.75
1,3.42,0,3.72
1,4.4,0,3.32
1,3.08,0,3.1
1,3.45,0,3.61
1,3.38,0,3.67
1,3.86,0,4.26
1,4.4,0,3.65
1,3.72,0,2.96
1,3.52,0,3.21
1,2.8,0,3.13
1,2.93,0,3.03
1,3.76,0,4.14
1,3.7,0,3.47
1,3.96,0,3.66
1,2.93,0,2.15
1,3.09,0,3.31
1,2.83,0,3.62
1,3.23,0,2.95
1,3.62,0,3.96
1,3.89,0,3.38
1,2.73,0,2.79
1,3.48,0,3.76
1,4.14,0,3.74
1,3.74,0,2.55
1,4.01,0,3.3
1,3.65,0,3.59
1,2.97,0,4.54
1,2.46,0,3.08
1,3.88,0,4.06
1,3.33,0,3.05
1,3.66,0,3.53
1,3.33,0,3.31
1,3.1,0,3.87
1,4.25,0,4.35
1,3.33,0,2.84
1,3.64,0,3.94
1,4.09,0,4.02
1,3.4,0,3.93
1,4.05,0,3.97
1,4.23,0,3.45
1,3.86,0,3.31
1,2.73,0,3.16
1,3.18,0,3.5
1,3.7,0,3.91
1,3.38,0,3.33
1,2.51,0,2.98
1,3.71,0,3.35
1,3.21,0,3.27
1,4.09,0,3.56
1,2.52,0,2.2
1,3.52,0,4.05
1,3.46,0,3.64
1,3.92,0,3.54
1,3.37,0,3.16
1,3.65,0,3.85
1,3.38,0,3.25
1,3.32,0,3.63
1,3.78,0,3.72
1,2.99,0,3.07
1,2.76,0,3.1
1,4.2,0,3.85
1,3.72,0,4.12
1,3.91,0,3.71
1,3.37,0,3.13
1,3.98,0,4.58
1,3.77,0,3.56
1,3.36,0,4
1,2.96,0,2.96
1,3.14,0,3.12
1,2.48,0,2.74
1,3.74,0,3.9
1,2.63,0,3.63
1,3.04,0,2.93
1,3.18,0,3.28
1,3.74,0,3.24
1,2.76,0,2.89
1,4.18,0,3.22
1,3.88,0,3.78
1,3.51,0,4.03
1,3.58,0,3.81
1,2.96,0,3.52
1,3.61,0,3.79
1,3.75,0,3.49
1,3.85,0,3.82
1,2.89,0,3.16
1,3.67,0,2.84
1,3.7,0,3.11
1,2.83,0,3.17
1,4.59,0,4.23
1,3.62,0,3.21
1,2.63,0,3.19
1,3.53,0,3.82
1,3.63,0,3.44
1,4.18,0,4.03
1,3.79,0,3.39
1,3.28,0,4
1,3.03,0,3.03
1,3.59,0,3.17
1,4.35,0,4.24
1,4.48,0,4.4
1,3.18,0,3.93
0,4.81,0,6.26
0,5.14,0,5.96
0,4.52,0,5.78
0,5.25,0,6.2
0,4.98,0,6.28
0,4.53,0,5.74
0,5.56,0,6.21
0,4.74,0,6.16
0,4.43,0,6.18
0,4.45,0,5.47
0,3.99,0,6.01
0,4.59,0,6.22
0,3.88,0,5.48
0,4.53,0,6.41
0,4.98,0,6.19
0,4.28,0,5.91
0,4.08,0,6.18
0,4.4,0,6.35
0,4.74,0,6.08
0,5.38,0,6.05
0,4.78,0,6.18
0,5.23,0,6.14
0,5.39,0,6.1
0,4.45,0,5.67
0,5.47,0,6.48
0,4.36,0,6.45
0,5.42,0,6.95
0,4.42,0,6.22
0,4.75,0,6.02
0,3.79,0,5.62
0,4.79,0,5.94
0,5.28,0,6.3
0,4.37,0,6.18
0,4.32,0,5.96
0,4.42,0,5.69
0,4.58,0,5.85
0,4.56,0,5.8
0,4.41,0,5.65
0,5.14,0,6.41
0,4.39,0,5.9
0,4.93,0,6.38
0,5.25,0,6.36
0,5.02,0,5.71
0,4.31,0,5.92
0,5.33,0,6.21
0,4.46,0,5.91
0,4.29,0,5.96
0,4.62,0,5.62
0,4.04,0,5.89
0,4.78,0,6.26
0,4.44,0,5.77
0,4.13,0,6.24
0,4.41,0,6.02
0,4.42,0,5.62
0,4.53,0,5.91
0,4.42,0,5.91
0,4.22,0,5.69
0,4.1,0,6.37
0,4.07,0,5.49
0,5,0,6.31
0,4.39,0,5.71
0,4.71,0,6.46
0,5.21,0,6.23
0,4.07,0,5.84
0,4.41,0,6.12
0,5.46,0,6.8
0,4.16,0,5.75
0,3.95,0,5.46
0,4.52,0,6.09
0,4.01,0,5.78
0,4.68,0,5.66
0,4.25,0,6.5
0,4.49,0,5.89
0,5.05,0,6.04
0,4.65,0,5.67
0,4.26,0,6.16
0,4.1,0,5.79
0,4.37,0,5.76
0,4.94,0,6.12
0,5.16,0,5.82
0,5.04,0,6.18
0,3.9,0,5.78
0,3.92,0,5.4
0,4.79,0,5.86
0,3.8,0,6.29
0,4.94,0,5.53
0,3.52,0,5.76
0,4.75,0,6.12
0,4.25,0,6.04
0,4.56,0,6.28
0,4.28,0,5.38
0,4.87,0,6.41
0,4.43,0,6.2
0,4.33,0,5.7
0,4.68,0,6.12
0,4.26,0,6.34
0,4.83,0,6.16
0,4.85,0,6.27
0,4.22,0,6.01
0,3.95,0,5.61
0,5.22,0,6.47
0,4.03,0,6.07
0,4.91,0,6.12
0,3.68,0,5.69
0,4.54,0,5.86
0,4.17,0,5.84
0,3.54,0,5.65
0,4.66,0,6.39
0,4.07,0,6.27
0,4.62,0,5.85
0,4.31,0,5.98
0,4.32,0,5.85
0,4.71,0,5.96
0,5.12,0,6.41
0,4.36,0,6.37
0,5.09,0,6.17
0,4.27,0,5.88
0,4.17,0,6.25
0,4.34,0,5.64
0,4.43,0,5.77
0,4.84,0,6.36
0,4.88,0,6.23
0,4.48,0,5.93
0,4.33,0,5.94
0,5.17,0,6.53
0,4.55,0,6.03
0,4.4,0,6.24
0,4.92,0,5.89
0,3.14,0,5.01
0,4.16,0,6.47
0,4.57,0,6.22
0,4.91,0,5.9
0,4.47,0,5.98
0,5.07,0,6.02
0,5.76,0,6.98
0,4.85,0,6.26
0,4.76,0,6.12
0,4.48,0,5.68
0,4.51,0,5.97
0,5.05,0,6.2
0,4.38,0,5.8
0,5.22,0,6.4
0,4.63,0,5.85
0,4.71,0,6.06
0,4.67,0,5.99
0,3.75,0,5.71
0,4.49,0,6
0,4.71,0,6.45
0,5.74,0,6.43
0,4.95,0,6.47
0,4.24,0,5.87
0,3.94,0,5.72
0,4.56,0,5.92
0,4.3,0,5.91
0,4.29,0,6.25
0,4.24,0,6.32
0,4.11,0,5.51
0,4.27,0,6.25
0,4.97,0,5.82
0,5.03,0,6.02
0,5.25,0,6.1
0,3.64,0,5.73
0,5.06,0,5.87
0,5.46,0,6.48
0,5.09,0,6.73
0,4.06,0,5.79
0,4.1,0,6.11
0,4.55,0,5.58
0,4.21,0,5.66
0,4.76,0,5.52
0,4.46,0,6.21
0,4.73,0,6.1
0,5.26,0,6.27
0,3.37,0,5.07
0,4.48,0,5.82
0,4.46,0,6.2
0,3.64,0,5.82
0,4.31,0,5.65
0,4.46,0,6.56
0,4.69,0,6.24
0,5.3,0,6.41
0,4.49,0,6.35
0,4.14,0,5.61
0,4.75,0,5.89
0,4.16,0,5.85
0,4.45,0,5.73
0,4.02,0,5.75
0,4.61,0,6.01
0,4.49,0,5.31
0,4.84,0,6.25
0,4.28,0,6.51
0,4.79,0,6.15
0,5.15,0,6.18
0,5.17,0,6.68
0,5.27,0,6.32
0,4.07,0,5.4
0,5.03,0,5.99
0,3.67,0,5.78
0,4.83,0,6.51
0,4.05,0,6.35
0,4.99,0,6.47
0,4.39,0,6.38
0,4.33,0,5.65
0,4.64,0,6.16
0,4.58,0,6.29
0,4.86,0,5.57
0,4.4,0,5.67
0,5.55,0,6.81
0,4.12,0,6.1
0,3.41,0,5.75
0,3.91,0,5.81
0,4.73,0,6.04
0,5.1,0,6.03
0,4.81,0,6
0,5,0,5.72
0,4.87,0,6.04
0,4.56,0,5.31
0,4.15,0,5.96
0,4.33,0,5.47
0,4,0,5.93
0,5.19,0,6.33
0,4.54,0,5.63
0,4.69,0,5.5
0,3.45,0,5.1
0,4.43,0,6.42
0,4.71,0,6.44
0,5.02,0,5.43
0,4.29,0,5.76
0,5.28,0,6.11
0,4.46,0,5.96
0,4.41,0,5.65
0,3.6,0,5.88
0,3.82,0,5.4
0,3.98,0,5.97
0,3.83,0,5.47
0,4.1,0,5.85
0,5.29,0,6.04
0,5.12,0,6.79
0,4.59,0,6.27
0,3.52,0,5.52
